date,price,il,regime
2025-06-16,2540.60498046875,-0.00019208949681892573,Low
2025-06-17,2510.761474609375,-0.00032529512869960975,Low
2025-06-18,2524.301513671875,-0.00026034189566126464,Low
2025-06-19,2521.653564453125,-0.0002724498955963828,Low
2025-06-20,2407.30419921875,-0.0010824462200597074,Low
2025-06-21,2300.49560546875,-0.002392370463860205,Low
2025-06-22,2228.213134765625,-0.0036188438391463462,Low
2025-06-23,2421.824951171875,-0.0009472257613326596,Medium
2025-06-24,2448.0087890625,-0.0007278682929411362,Medium
2025-06-25,2419.310302734375,-0.0009699417640824937,Medium
2025-06-26,2416.146728515625,-0.000998935452447891,Medium
2025-06-27,2423.866943359375,-0.0009289941283465719,Medium
2025-06-28,2437.109375,-0.0008153980208154277,Medium
2025-06-29,2500.9599609375,-0.0003770679143547673,Medium
2025-06-30,2486.46435546875,-0.0004610607384836207,Medium
2025-07-01,2405.792724609375,-0.0010970869817799045,Medium
2025-07-02,2571.33544921875,-9.234337795094305e-05,Medium
2025-07-03,2591.00732421875,-4.7820399738385255e-05,Medium
2025-07-04,2508.518310546875,-0.00033678936917025393,Medium
2025-07-05,2517.280029296875,-0.0002930797430246157,Medium
2025-07-06,2571.236572265625,-9.260482843065354e-05,Medium
2025-07-07,2543.01318359375,-0.0001829187151780598,Medium
2025-07-08,2615.505859375,-1.287467232369277e-05,Medium
2025-07-09,2770.777587890625,-0.00028222210125716796,Medium
2025-07-10,2954.84521484375,-0.0015614866028206276,Medium
2025-07-11,2957.88623046875,-0.0015903035883844119,Medium
2025-07-12,2942.91162109375,-0.0014506631278675686,Medium
2025-07-13,2973.35888671875,-0.0017405070753359064,Low
2025-07-14,3013.350830078125,-0.002155887558086489,Low
2025-07-15,3139.8896484375,-0.0037115227902417836,Medium
2025-07-16,3371.5068359375,-0.007381276652859148,Medium
2025-07-17,3476.784423828125,-0.009345517407922443,Medium
2025-07-18,3549.016357421875,-0.010785024804030208,Medium
2025-07-19,3595.273681640625,-0.011742982636962496,Medium
2025-07-20,3759.471435546875,-0.015348281150619703,Medium
2025-07-21,3763.371337890625,-0.015437494868063117,Low
2025-07-22,3749.1455078125,-0.015112823034158729,Low
2025-07-23,3629.70361328125,-0.012473278586907277,Low
2025-07-24,3708.005615234375,-0.014185865011408283,Low
2025-07-25,3727.266845703125,-0.014617611964846455,Low
2025-07-26,3741.39599609375,-0.014936841499686437,Low
2025-07-27,3875.24658203125,-0.018060338667562292,Low
2025-07-28,3787.42578125,-0.015991174847811984,Low
2025-07-29,3793.454833984375,-0.01613085907209688,Low
2025-07-30,3808.20166015625,-0.016474030165908093,Low
2025-07-31,3696.707763671875,-0.01393449549829573,Low
2025-08-01,3488.365966796875,-0.009571512213473965,Low
2025-08-02,3392.7412109375,-0.0077639248619174595,Low
2025-08-03,3497.379150390625,-0.00974868618677005,Low
2025-08-04,3718.986083984375,-0.014431506103579794,Low
2025-08-05,3611.8994140625,-0.012093834768581946,Low
2025-08-06,3683.920654296875,-0.013651691840204205,Low
2025-08-07,3914.325927734375,-0.01900382346101892,Medium
2025-08-08,4009.848876953125,-0.02136405672045083,Low
2025-08-09,4263.59912109375,-0.027954045967286345,Low
2025-08-10,4254.2177734375,-0.02770320579624197,Low
2025-08-11,4226.966796875,-0.026977423019225788,Low
2025-08-12,4590.9248046875,-0.03697703152597942,Medium
2025-08-13,4756.27587890625,-0.04169500693373884,Medium
2025-08-14,4548.16650390625,-0.035772153213828206,Medium
2025-08-15,4439.98876953125,-0.032756164230718476,Medium
2025-08-16,4426.18017578125,-0.032374780243828116,Medium
2025-08-17,4473.271484375,-0.033678873297733,Medium
2025-08-18,4312.5048828125,-0.02926957023080279,Medium
2025-08-19,4073.464111328125,-0.02297525526755706,Medium
2025-08-20,4334.50048828125,-0.029865395859651978,Medium
2025-08-21,4223.2099609375,-0.02687770549040558,Medium
2025-08-22,4831.3486328125,-0.043863693068662446,High
2025-08-23,4776.09033203125,-0.04226594130877537,High
2025-08-24,4779.6474609375,-0.04236855063767253,High
2025-08-25,4372.98779296875,-0.030913880878789324,High
2025-08-26,4600.4267578125,-0.03724569606007033,High
2025-08-27,4503.39306640625,-0.034518019591971316,High
2025-08-28,4507.177734375,-0.03462372072316777,High
2025-08-29,4360.15283203125,-0.030563405384437137,High
2025-08-30,4374.1533203125,-0.030945747117682165,High
2025-08-31,4390.01904296875,-0.031380179217382564,High
2025-09-01,4314.47021484375,-0.029322705144373296,High
2025-09-02,4325.36572265625,-0.0296176444572126,High
2025-09-03,4450.38916015625,-0.03304397803698911,High
2025-09-04,4298.744140625,-0.028898107165872378,High
2025-09-05,4306.98876953125,-0.029120545065215997,High
2025-09-06,4274.2421875,-0.028239220425445022,High
2025-09-07,4305.34765625,-0.029076239351413014,High
2025-09-08,4308.072265625,-0.029149804435845583,High
2025-09-09,4309.04150390625,-0.029175983599333932,High
2025-09-10,4349.14599609375,-0.030263499316072084,High
2025-09-11,4461.2333984375,-0.03334458081749414,High
2025-09-12,4715.24609375,-0.04051631900147867,High
2025-09-13,4668.1796875,-0.0391704452997107,High
2025-09-14,4609.59765625,-0.037505305007974,High
2025-09-15,4526.8203125,-0.03517324231619612,High
2025-09-16,4503.564453125,-0.03452280494961979,High
2025-09-17,4592.7333984375,-0.037028143932262725,Medium
2025-09-18,4589.9189453125,-0.036948610186883224,Medium
2025-09-19,4470.9169921875,-0.033613441173229175,Medium
2025-09-20,4482.265625,-0.033929040234479624,Medium
2025-09-21,4451.3291015625,-0.033070012905173196,Low
2025-09-22,4202.87744140625,-0.026339478049286935,Low
2025-09-23,4165.50390625,-0.025356739154553165,Low
2025-09-24,4153.46923828125,-0.025042155929306475,Low
2025-09-25,3868.333984375,-0.01789486077382385,Low
2025-09-26,4035.887939453125,-0.022019932161486122,Low
2025-09-27,4018.658203125,-0.02158537293639029,Low
2025-09-28,4141.4765625,-0.02472959923045026,Low
2025-09-29,4217.341796875,-0.026722114153507004,Low
2025-09-30,4145.95751953125,-0.024846273895713256,Low
2025-10-01,4351.1123046875,-0.03031703137011965,Low
2025-10-02,4487.923828125,-0.03408659465261665,Low
2025-10-03,4514.87060546875,-0.03483875231511491,Low
2025-10-04,4489.197265625,-0.034122072378507284,Low
2025-10-05,4515.4228515625,-0.03485419791773303,Low
2025-10-06,4687.771484375,-0.03972983896267179,Low
2025-10-07,4451.15185546875,-0.03306510317601974,Low
2025-10-08,4527.64794921875,-0.03519643011551998,Low
2025-10-09,4369.1435546875,-0.030808824025539083,Low
2025-10-10,3843.0087890625,-0.01729233758025772,Medium
2025-10-11,3750.611572265625,-0.015146185902028209,Medium
2025-10-12,4164.427734375,-0.025328570631649616,High
2025-10-13,4245.4677734375,-0.02746969749258643,High
2025-10-14,4125.412109375,-0.02431239966551313,High
2025-10-15,3987.45947265625,-0.020804263336311912,High
2025-10-16,3894.75439453125,-0.018529634075901136,High
2025-10-17,3832.558837890625,-0.01704545285079795,High
2025-10-18,3890.34619140625,-0.0184232916084468,High
2025-10-19,3984.649658203125,-0.020734287484742153,High
2025-10-20,3980.76025390625,-0.020637528486468826,High
2025-10-21,3876.76416015625,-0.0180967249930033,High
2025-10-22,3808.122314453125,-0.016472178037842622,High
2025-10-23,3856.0263671875,-0.017601307948066802,High
2025-10-24,3934.5673828125,-0.019497704466590382,High
2025-10-25,3953.470947265625,-0.019962046932897937,Medium
2025-10-26,4157.9892578125,-0.025160199366157765,Medium
2025-10-27,4120.1220703125,-0.02417539073755448,Medium
2025-10-28,3982.262451171875,-0.020674885319803327,Medium
2025-10-29,3903.35302734375,-0.01873755616933448,Medium
2025-10-30,3804.375244140625,-0.016384781766388135,Medium
2025-10-31,3847.080322265625,-0.017388805970770305,Medium
2025-11-01,3874.18798828125,-0.01803496947286376,Medium
2025-11-02,3911.063232421875,-0.018924542580276094,Medium
2025-11-03,3602.30810546875,-0.011891015838914831,High
2025-11-04,3292.574462890625,-0.006023101458048741,High
2025-11-05,3425.171142578125,-0.008361772416973667,High
2025-11-06,3312.2578125,-0.0063520341871419195,High
2025-11-07,3435.301025390625,-0.008551772072365682,High
2025-11-08,3400.3759765625,-0.00790322446463787,High
2025-11-09,3582.621337890625,-0.011478270397833445,Medium
2025-11-10,3568.4599609375,-0.011184371714787367,Medium
2025-11-11,3415.2822265625,-0.008177774422308048,Medium
2025-11-12,3413.09423828125,-0.008137263096098968,Medium
2025-11-13,3232.757080078125,-0.00506535024892707,Medium
2025-11-14,3103.78564453125,-0.00323204794222709,Medium
2025-11-15,3166.63134765625,-0.004083983969784599,Medium
2025-11-16,3092.847412109375,-0.0030922335293390724,Medium
2025-11-17,3024.538818359375,-0.002278931050257782,Medium
2025-11-18,3122.97900390625,-0.0034835437259926882,Medium
2025-11-19,3023.07080078125,-0.0022626187628079775,Medium
2025-11-20,2831.777587890625,-0.000599981601300037,Medium
2025-11-21,2765.69921875,-0.00026085767350048084,Medium
2025-11-22,2767.607421875,-0.00026879141485181,Medium
2025-11-23,2801.676025390625,-0.0004292595548383016,Medium
2025-11-24,2952.71337890625,-0.0015414240907859478,Medium
2025-11-25,2957.936279296875,-0.001590779802462694,Medium
2025-11-26,3027.81201171875,-0.002315483028117238,Medium
2025-11-27,3014.542236328125,-0.002168850355271701,Medium
2025-11-28,3032.304443359375,-0.002366055772340392,Medium
2025-11-29,2991.685302734375,-0.001926056698150047,Medium
2025-11-30,2992.112548828125,-0.0019304800567546687,Medium
2025-12-01,2800.18896484375,-0.00042152083195545753,Medium
2025-12-02,2997.939697265625,-0.001991249605188594,Medium
2025-12-03,3191.57177734375,-0.004444218189061266,Medium
2025-12-04,3134.31640625,-0.00363573338439227,Medium
2025-12-05,3024.432861328125,-0.002277751993998045,Medium
2025-12-06,3040.207763671875,-0.0024561579830124636,Medium
2025-12-07,3061.3017578125,-0.0027036221055318777,Medium
2025-12-08,3125.197998046875,-0.003513120122553004,Medium
2025-12-09,3321.114990234375,-0.006502202331784446,Medium
2025-12-10,3325.39013671875,-0.006575157481446103,Medium
2025-12-11,3237.056884765625,-0.005132034736300195,Medium
2025-12-12,3084.172607421875,-0.0029831898445654703,Medium
2025-12-13,3116.6953125,-0.0034003499487895716,Medium
2025-12-14,3060.5947265625,-0.002695164773304226,Medium
2025-12-15,2964.18310546875,-0.0016507113986276023,Medium
2025-12-16,2964.180908203125,-0.0016506901466137869,Medium
2025-12-17,2831.403564453125,-0.000597697668852315,Medium
2025-12-18,2827.069091796875,-0.0005715254109747159,Medium
2025-12-19,2977.970703125,-0.0017864257582994592,Medium
2025-12-20,2977.58251953125,-0.0017825405285304408,Medium
2025-12-21,3001.61376953125,-0.002029985271533641,Medium
2025-12-22,3006.07373046875,-0.002077440658808438,Medium
2025-12-23,2963.3740234375,-0.001642894083236035,Medium
2025-12-24,2945.590576171875,-0.0014752266746697051,Low
2025-12-25,2903.57958984375,-0.001111426351715794,Low
2025-12-26,2925.74560546875,-0.0012976425057455998,Low
2025-12-27,2947.998291015625,-0.0014974592254053398,Low
2025-12-28,2948.568115234375,-0.0015027424839397785,Low
2025-12-29,2934.538330078125,-0.0013750726554578874,Low
2025-12-30,2971.416748046875,-0.0017213267557985024,Low
2025-12-31,2967.03759765625,-0.0016784217685137381,Low
2026-01-01,3000.394287109375,-0.002017092399242193,Low
2026-01-02,3124.422607421875,-0.0035027734451639203,Low
2026-01-03,3125.91748046875,-0.0035227319976540716,Low
2026-01-04,3140.71044921875,-0.003722738690028926,Low
2026-01-05,3226.13037109375,-0.004963250035609823,Low
2026-01-06,3295.94677734375,-0.006078983879194255,Low
2026-01-07,3166.843994140625,-0.004087003444618764,Low
2026-01-08,3104.382568359375,-0.0032397518073369325,Low
2026-01-09,3083.047119140625,-0.0029691624267061956,Low
2026-01-10,3082.39599609375,-0.0029610598650625652,Low
2026-01-11,3118.88525390625,-0.0034292498020138673,Low
2026-01-12,3092.3251953125,-0.0030856229633670074,Low
2026-01-13,3322.095458984375,-0.0065189068856496,Low
2026-01-14,3354.72265625,-0.007083884754910952,Low
2026-01-15,3317.101318359375,-0.0064339887818261055,Low
2026-01-16,3295.482177734375,-0.006071273336688887,Low
2026-01-17,3308.8642578125,-0.006294850602550972,Low
2026-01-18,3281.15771484375,-0.005835384040002389,Low
2026-01-19,3186.62109375,-0.004371741049771893,Low
2026-01-20,2935.605712890625,-0.0013846083143620458,Low
2026-01-21,2978.901123046875,-0.0017957531649031022,Low
2026-01-22,2949.63330078125,-0.0015126407086406557,Low
2026-01-23,2953.25634765625,-0.0015465230277420527,Low
2026-01-24,2948.74072265625,-0.001504344481291997,Low
2026-01-25,2815.90234375,-0.0005066217907265802,Low
2026-01-26,2926.45703125,-0.0013038328279281197,Low
2026-01-27,3022.2109375,-0.0022530875426687302,Low
2026-01-28,3006.607421875,-0.002083151092615032,Low
2026-01-29,2818.232666015625,-0.0005198645238141397,Low
2026-01-30,2702.375244140625,-6.341728039682692e-05,Low
2026-01-31,2445.091796875,-0.0007507699893132269,Medium
2026-02-01,2267.96484375,-0.002908489790696245,Medium
2026-02-02,2344.356689453125,-0.0017852198638792505,Medium
2026-02-03,2227.558837890625,-0.003631290521588615,Medium
2026-02-04,2143.504150390625,-0.0054439061178107595,Medium
2026-02-05,1821.68310546875,-0.01703814737644138,High
2026-02-06,2063.386962890625,-0.007593670452822776,High
2026-02-07,2090.54931640625,-0.006816061422915354,High
2026-02-08,2088.762939453125,-0.006865630673836387,High
2026-02-09,2103.567626953125,-0.006461395186965979,High
2026-02-10,2019.4974365234375,-0.00896139661830131,High
2026-02-11,1940.621337890625,-0.011787144363076929,High
2026-02-12,1946.940673828125,-0.011542476717956718,High
2026-02-13,2024.234130859375,-0.008806988246972125,High
