sigma,alpha,expected_il
0.7052631578947368,0.54,-0.04938832209909139
0.7052631578947368,0.56,-0.05074413370611256
0.7052631578947368,0.58,-0.05338066781607308
0.7052631578947368,0.6,-0.059008254457820854
0.7052631578947368,0.62,-0.05858300099866518
0.7052631578947368,0.64,-0.06284182139257916
0.7052631578947368,0.66,-0.06675224243635208
0.7052631578947368,0.6799999999999999,-0.06584120551563456
0.7052631578947368,0.7,-0.06670205856818746
0.7052631578947368,0.72,-0.06946777376562992
0.7052631578947368,0.74,-0.07312114925254412
0.7052631578947368,0.76,-0.06371049606106627
0.7052631578947368,0.78,-0.0747164048150535
0.7052631578947368,0.8,-0.07569566743754629
0.7052631578947368,0.82,-0.0780296282518382
0.7052631578947368,0.84,-0.07679606443256981
0.7052631578947368,0.86,-0.08157809740267355
0.7052631578947368,0.88,-0.0764289889440805
0.7052631578947368,0.9,-0.0840234078815001
0.7473684210526317,0.1,0.059940410506826323
0.7473684210526317,0.12000000000000001,0.048758174859299425
0.7473684210526317,0.14,0.04168742431064752
0.7473684210526317,0.16,0.036762106140118114
0.7473684210526317,0.18,0.031232887519527245
0.7473684210526317,0.2,0.015342980849242432
0.7473684210526317,0.22,0.020011439948324987
0.7473684210526317,0.24000000000000002,0.0030736354189393896
0.7473684210526317,0.26,0.001961835868477691
0.7473684210526317,0.28,-0.0045264046316571774
0.7473684210526317,0.30000000000000004,-0.007901209249944644
0.7473684210526317,0.32,-0.01597707570469595
0.7473684210526317,0.33999999999999997,-0.016066526578464545
0.7473684210526317,0.36,-0.020402746081711776
0.7473684210526317,0.38,-0.02273684032442565
0.7473684210526317,0.4,-0.032267679875444114
0.7473684210526317,0.42000000000000004,-0.03259299113123711
0.7473684210526317,0.44000000000000006,-0.03563313873720134
0.7473684210526317,0.45999999999999996,-0.04215020427417439
0.7473684210526317,0.48,-0.04704874153511181
0.7473684210526317,0.5,-0.048672964264928224
0.7473684210526317,0.52,-0.05231395024501265
0.7473684210526317,0.54,-0.05659481837621791
0.7473684210526317,0.56,-0.057885988432483895
0.7473684210526317,0.58,-0.06128661700138523
0.7473684210526317,0.6,-0.06247411180237021
0.7473684210526317,0.62,-0.07181126221879842
0.7473684210526317,0.64,-0.06449738214616905
0.7473684210526317,0.66,-0.0752416010971751
0.7473684210526317,0.6799999999999999,-0.08339818522772048
0.7473684210526317,0.7,-0.07872490978347785
0.7473684210526317,0.72,-0.07519214286937066
0.7473684210526317,0.74,-0.08164721089767656
0.7473684210526317,0.76,-0.08487173414035803
0.7473684210526317,0.78,-0.08596197067579939
0.7473684210526317,0.8,-0.08336025226965778
0.7473684210526317,0.82,-0.0877043925681042
0.7473684210526317,0.84,-0.09841019737977955
0.7473684210526317,0.86,-0.08610035169271499
0.7473684210526317,0.88,-0.09185026616243362
0.7473684210526317,0.9,-0.09125846500682207
0.7894736842105263,0.1,0.06427589310127073
0.7894736842105263,0.12000000000000001,0.058569617031471
0.7894736842105263,0.14,0.039168524448621345
0.7894736842105263,0.16,0.029743008099595073
0.7894736842105263,0.18,0.026847881242462197
0.7894736842105263,0.2,0.023065609258644662
0.7894736842105263,0.22,0.013457067110612552
0.7894736842105263,0.24000000000000002,0.012735792727107353
0.7894736842105263,0.26,0.017991748924252857
0.7894736842105263,0.28,-0.002820832881947841
0.7894736842105263,0.30000000000000004,-0.008626814710007416
0.7894736842105263,0.32,-0.015874330766130422
0.7894736842105263,0.33999999999999997,-0.014474345095586028
0.7894736842105263,0.36,-0.024377090122935652
0.7894736842105263,0.38,-0.02389711694642047
0.7894736842105263,0.4,-0.031365394098616585
0.7894736842105263,0.42000000000000004,-0.03721776402436005
0.7894736842105263,0.44000000000000006,-0.04155991886431459
