sigma,alpha,expected_il
0.7894736842105263,0.45999999999999996,-0.0455034391339144
0.7894736842105263,0.48,-0.04894789460553507
0.7894736842105263,0.5,-0.05544837349392108
0.7894736842105263,0.52,-0.05392049490247032
0.7894736842105263,0.54,-0.06666172584653061
0.7894736842105263,0.56,-0.06271877154114465
0.7894736842105263,0.58,-0.06834675540975266
0.7894736842105263,0.6,-0.07145871870934199
0.7894736842105263,0.62,-0.07404366089805269
0.7894736842105263,0.64,-0.07461579736354204
0.7894736842105263,0.66,-0.07432280747059425
0.7894736842105263,0.6799999999999999,-0.08163819187744056
0.7894736842105263,0.7,-0.08255712143081632
0.7894736842105263,0.72,-0.08337123545561148
0.7894736842105263,0.74,-0.08978146422715111
0.7894736842105263,0.76,-0.09327571582775472
0.7894736842105263,0.78,-0.09752146470565212
0.7894736842105263,0.8,-0.09667783568012382
0.7894736842105263,0.82,-0.101048679800298
0.7894736842105263,0.84,-0.09320967621374075
0.7894736842105263,0.86,-0.09548886881811905
0.7894736842105263,0.88,-0.0993591610251283
0.7894736842105263,0.9,-0.10023188917148494
0.831578947368421,0.1,0.0577506558073272
0.831578947368421,0.12000000000000001,0.04759883292722523
0.831578947368421,0.14,0.054050406465426304
0.831578947368421,0.16,0.04226805349007436
0.831578947368421,0.18,0.035165618165992646
0.831578947368421,0.2,0.02861810460113531
0.831578947368421,0.22,0.004154737091147395
0.831578947368421,0.24000000000000002,0.013492565834429284
0.831578947368421,0.26,0.008308373081863368
0.831578947368421,0.28,-0.0022426471031522614
0.831578947368421,0.30000000000000004,-0.005907926866977071
0.831578947368421,0.32,-0.019605444901498983
0.831578947368421,0.33999999999999997,-0.021381884793320864
0.831578947368421,0.36,-0.03105983935671103
0.831578947368421,0.38,-0.03372657982479228
0.831578947368421,0.4,-0.034656618108491175
0.831578947368421,0.42000000000000004,-0.04242243437290347
0.831578947368421,0.44000000000000006,-0.043688107029951476
0.831578947368421,0.45999999999999996,-0.05087183023082295
0.831578947368421,0.48,-0.052641702376066024
0.831578947368421,0.5,-0.06208093200570451
0.831578947368421,0.52,-0.0660938416893923
0.831578947368421,0.54,-0.07271062848663665
0.831578947368421,0.56,-0.07936174759120566
0.831578947368421,0.58,-0.07417464960791187
0.831578947368421,0.6,-0.07721228793145095
0.831578947368421,0.62,-0.07711648913410137
0.831578947368421,0.64,-0.08514804350883458
0.831578947368421,0.66,-0.08803752614473147
0.831578947368421,0.6799999999999999,-0.09326413241264081
0.831578947368421,0.7,-0.09937921103901289
0.831578947368421,0.72,-0.1013077104647528
0.831578947368421,0.74,-0.1030229460087691
0.831578947368421,0.76,-0.09153135999825351
0.831578947368421,0.78,-0.09656581730405292
0.831578947368421,0.8,-0.0887240816123587
0.831578947368421,0.82,-0.10986269896567183
0.831578947368421,0.84,-0.10892018738718946
0.831578947368421,0.86,-0.10651822127879504
0.831578947368421,0.88,-0.10325194402665326
0.831578947368421,0.9,-0.10588716548167056
0.8736842105263158,0.1,0.09224040945058182
0.8736842105263158,0.12000000000000001,0.06504000293465688
0.8736842105263158,0.14,0.05694105166372651
0.8736842105263158,0.16,0.04393153133907023
0.8736842105263158,0.18,0.03881250560172673
0.8736842105263158,0.2,0.02686375996192831
0.8736842105263158,0.22,0.005460640623526279
0.8736842105263158,0.24000000000000002,0.011420510950809837
0.8736842105263158,0.26,-8.823740485352305e-05
0.8736842105263158,0.28,-0.0017635695904193334
0.8736842105263158,0.30000000000000004,-0.008884636190978974
0.8736842105263158,0.32,-0.011473857557917334
0.8736842105263158,0.33999999999999997,-0.02546523885129926
0.8736842105263158,0.36,-0.027992482970252093
0.8736842105263158,0.38,-0.03790892871856688
0.8736842105263158,0.4,-0.03812877584394496
0.8736842105263158,0.42000000000000004,-0.04802515065668533
0.8736842105263158,0.44000000000000006,-0.05228303179955684
0.8736842105263158,0.45999999999999996,-0.05225978915091671
0.8736842105263158,0.48,-0.05966926555529047
0.8736842105263158,0.5,-0.06287972850498719
0.8736842105263158,0.52,-0.06961262012854584
0.8736842105263158,0.54,-0.06842256924341637
0.8736842105263158,0.56,-0.08051833501505382
0.8736842105263158,0.58,-0.0846875170482859
0.8736842105263158,0.6,-0.09257416410977486
0.8736842105263158,0.62,-0.0869364280034086
0.8736842105263158,0.64,-0.1004542884092599
0.8736842105263158,0.66,-0.09802754796291699
0.8736842105263158,0.6799999999999999,-0.09295055313342991
0.8736842105263158,0.7,-0.09391630960933217
0.8736842105263158,0.72,-0.11070764792625686
0.8736842105263158,0.74,-0.11480433859236366
0.8736842105263158,0.76,-0.11318575980070619
0.8736842105263158,0.78,-0.11215994107198833
0.8736842105263158,0.8,-0.10727704449808087
0.8736842105263158,0.82,-0.10711300801959706
0.8736842105263158,0.84,-0.10173777590633953
0.8736842105263158,0.86,-0.11815711843817213
0.8736842105263158,0.88,-0.11659921397633674
0.8736842105263158,0.9,-0.12469175877240503
0.9157894736842105,0.1,0.08331389299126554
0.9157894736842105,0.12000000000000001,0.06489012963874069
0.9157894736842105,0.14,0.05488395383652066
0.9157894736842105,0.16,0.052361657729923794
0.9157894736842105,0.18,0.028874807253873248
0.9157894736842105,0.2,0.03852797468521327
0.9157894736842105,0.22,0.02013926051166286
0.9157894736842105,0.24000000000000002,0.004650744242876387
0.9157894736842105,0.26,0.008406335633986954
0.9157894736842105,0.28,-0.002682698732884054
0.9157894736842105,0.30000000000000004,-0.015126685339606937
0.9157894736842105,0.32,-0.017895810769622444
0.9157894736842105,0.33999999999999997,-0.022445030424315802
0.9157894736842105,0.36,-0.03272437833004571
0.9157894736842105,0.38,-0.040543850594589315
0.9157894736842105,0.4,-0.04365599461172501
0.9157894736842105,0.42000000000000004,-0.04881670950791809
0.9157894736842105,0.44000000000000006,-0.05405357996480923
0.9157894736842105,0.45999999999999996,-0.06173083727357016
0.9157894736842105,0.48,-0.06479602891481855
0.9157894736842105,0.5,-0.07596241822852683
0.9157894736842105,0.52,-0.07615876569156041
0.9157894736842105,0.54,-0.08277163761844894
0.9157894736842105,0.56,-0.08259666404622885
0.9157894736842105,0.58,-0.0877354262305428
0.9157894736842105,0.6,-0.09467198709109446
0.9157894736842105,0.62,-0.09272927212340659
0.9157894736842105,0.64,-0.09754150851721931
0.9157894736842105,0.66,-0.11085334901700844
0.9157894736842105,0.6799999999999999,-0.10250576276817185
0.9157894736842105,0.7,-0.10588897500732324
0.9157894736842105,0.72,-0.10536019063267563
0.9157894736842105,0.74,-0.11861595218917792
0.9157894736842105,0.76,-0.12493502391091026
0.9157894736842105,0.78,-0.12205646241780735
0.9157894736842105,0.8,-0.12568997911887628
0.9157894736842105,0.82,-0.13586454932372025
0.9157894736842105,0.84,-0.1304960245526284
0.9157894736842105,0.86,-0.11447968421105989
0.9157894736842105,0.88,-0.12551072530513538
0.9157894736842105,0.9,-0.12541654780101447
0.9578947368421054,0.1,0.0757061025791173
0.9578947368421054,0.12000000000000001,0.07604111184538655
0.9578947368421054,0.14,0.051570749198743666
0.9578947368421054,0.16,0.05092506052507272
0.9578947368421054,0.18,0.04207303082037722
0.9578947368421054,0.2,0.03346085144008713
0.9578947368421054,0.22,0.019701060389694516
0.9578947368421054,0.24000000000000002,0.012851231307045486
0.9578947368421054,0.26,0.0007407054848179823
0.9578947368421054,0.28,-0.004464814769941228
0.9578947368421054,0.30000000000000004,-0.014991061926963707
0.9578947368421054,0.32,-0.02139766687294693
0.9578947368421054,0.33999999999999997,-0.03055450195335519
0.9578947368421054,0.36,-0.03462927745905165
0.9578947368421054,0.38,-0.04239719474865262
0.9578947368421054,0.4,-0.045556727299855715
0.9578947368421054,0.42000000000000004,-0.05977457372662452
0.9578947368421054,0.44000000000000006,-0.06012551621631889
0.9578947368421054,0.45999999999999996,-0.06400424975937834
0.9578947368421054,0.48,-0.07655239684101164
0.9578947368421054,0.5,-0.07790792018454687
0.9578947368421054,0.52,-0.08133785684710693
0.9578947368421054,0.54,-0.09095912424596611
0.9578947368421054,0.56,-0.09508607764974832
0.9578947368421054,0.58,-0.09192781205083236
0.9578947368421054,0.6,-0.09961874574757787
0.9578947368421054,0.62,-0.11079305944144432
0.9578947368421054,0.64,-0.10779970036116547
0.9578947368421054,0.66,-0.10772902609012272
0.9578947368421054,0.6799999999999999,-0.12659559220642014
0.9578947368421054,0.7,-0.11103352467025299
0.9578947368421054,0.72,-0.12356657933481366
0.9578947368421054,0.74,-0.12716506787457707
0.9578947368421054,0.76,-0.13502228164644134
0.9578947368421054,0.78,-0.12351772778435685
0.9578947368421054,0.8,-0.11743922573494223
0.9578947368421054,0.82,-0.14083914688809546
0.9578947368421054,0.84,-0.13616218895001114
0.9578947368421054,0.86,-0.15190968825462878
0.9578947368421054,0.88,-0.13240514003240192
0.9578947368421054,0.9,-0.14139387827232752
1.0,0.1,0.07950197003123396
1.0,0.12000000000000001,0.08740192030372
1.0,0.14,0.06290817399002395
1.0,0.16,0.04637079444664947
1.0,0.18,0.03565095650184878
1.0,0.2,0.03526375480762186
1.0,0.22,0.029398245524718456
1.0,0.24000000000000002,0.007490344908862648
1.0,0.26,-0.0008624675418385453
1.0,0.28,-0.006859197839069644
1.0,0.30000000000000004,-0.012574722801098559
1.0,0.32,-0.018526240751862957
1.0,0.33999999999999997,-0.029045416362026982
1.0,0.36,-0.03899357598998997
1.0,0.38,-0.04529586007831324
1.0,0.4,-0.05261382957756449
1.0,0.42000000000000004,-0.06129637437570065
1.0,0.44000000000000006,-0.07296306044606433
1.0,0.45999999999999996,-0.07332619843295683
1.0,0.48,-0.07579897725963473
1.0,0.5,-0.07913669307936155
1.0,0.52,-0.08840336419812629
1.0,0.54,-0.09453187279528867
1.0,0.56,-0.1012014469085778
1.0,0.58,-0.1032379523895661
1.0,0.6,-0.11783611297442144
1.0,0.62,-0.11647232383555853
1.0,0.64,-0.13054905672122033
1.0,0.66,-0.12713484669626782
1.0,0.6799999999999999,-0.12051699878359594
1.0,0.7,-0.13279243591457288
1.0,0.72,-0.13167692876096065
1.0,0.74,-0.13814602105818063
1.0,0.76,-0.13449699457824063
1.0,0.78,-0.1409135571839668
1.0,0.8,-0.14409246554738514
1.0,0.82,-0.14927410946126485
1.0,0.84,-0.14190331361130779
1.0,0.86,-0.13748996064845778
1.0,0.88,-0.1426834247463016
1.0,0.9,-0.13348949524135445
